Model,Accuracy,F1 macro,F1 weighted,Precision macro,Recall macro,Fit time (s),Predict time (s)
SVM,0.9033333333333333,0.9034092964686303,0.9034092964686304,0.9038765527038141,0.9033333333333333,9.987865924835205,0.22007274627685547
KNN,0.8866666666666667,0.8861503395769456,0.8861503395769454,0.8865826704250971,0.8866666666666667,0.5641694068908691,0.021996259689331055
RF,0.86,0.8596133946770136,0.8596133946770135,0.860386735339297,0.86,19.66305160522461,0.09061431884765625
