eval_mode,feature_set,model,acc,f1_macro,f1_weighted,precision_macro,recall_macro,fit_time_s,predict_time_s,best_cv,best_params
split,A — Stats,SVM,0.7866666666666666,0.786745668641716,0.7867456686417159,0.7868493516018268,0.7866666666666666,438.8779616355896,0.0015006065368652344,0.7955525499744527,"{'C': 100, 'coef0': 0.5, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}"
split,A — Stats,KNN,0.74,0.7427141311409896,0.7427141311409897,0.7502711147872438,0.7399999999999999,1.6111440658569336,0.035248756408691406,0.749456495677747,"{'metric': 'chebyshev', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}"
split,A — Stats,RF,0.7633333333333333,0.7639923549897228,0.7639923549897227,0.76483897631728,0.7633333333333333,8992.03731918335,0.0617368221282959,0.756824933046896,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}"
split,A — Stats,XGBoost,0.77,0.7692793580407143,0.7692793580407143,0.7699427907032881,0.77,746.2296407222748,0.005979776382446289,0.7670828423220486,"{'colsample_bytree': 1.0, 'gamma': 0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 800, 'subsample': 1.0}"
split,A — Stats,LightGBM,0.74,0.739407466720048,0.739407466720048,0.7396306704134886,0.7399999999999999,437.03184843063354,0.001506805419921875,0.7609348199468823,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 20, 'n_estimators': 300, 'num_leaves': 15, 'subsample': 0.8}"
split,A — Stats,LR,0.7766666666666666,0.7770349808260177,0.777034980826018,0.7795570079883806,0.7766666666666667,6.512337684631348,0.0009951591491699219,0.7622003728493678,"{'lr__C': 100, 'lr__class_weight': 'balanced', 'lr__penalty': 'l1'}"
split,A — Stats,MLP,0.76,0.7579141165348062,0.7579141165348062,0.7595949450987951,0.7600000000000001,114.56264781951904,0.002008199691772461,0.7710344384725569,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'early_stopping': True, 'hidden_layer_sizes': (512, 256), 'learning_rate_init': 0.001, 'max_iter': 500}"
split,A — Stats,ExtraTrees,0.7833333333333333,0.7828013244016944,0.7828013244016943,0.7830247210722806,0.7833333333333333,23.864023685455322,0.07910418510437012,0.7561217431577079,"{'criterion': 'gini', 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}"
split,B — Tex(opt),SVM,0.8,0.8000514668039114,0.8000514668039114,0.8004445165390326,0.7999999999999999,375.6844880580902,0.003147125244140625,0.8214921491586464,"{'C': 100, 'coef0': 1.0, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}"
split,B — Tex(opt),KNN,0.75,0.7481540905453948,0.7481540905453948,0.7507771194320579,0.75,2.598923683166504,2.9491889476776123,0.7860596492786351,"{'metric': 'minkowski', 'n_neighbors': 11, 'p': 4, 'weights': 'distance'}"
