phase1_run_id,input_fingerprint,outcome_hash,saved_at_utc,distances,n_distances,angles,n_angles,levels,symmetric,n_features,label,FDR,MI,DBI,FDR_n,MI_n,DBI_n,score
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2, 4, 8]",4,"[0, 0.785, 1.571, 2.356]",4,64,False,6,"d=[1, 2, 4, 8] a=4ang l=64 sym=False",0.2650757619484541,0.17239625276680903,4.325330440387085,0.5066620576854189,0.4888327407283073,0.61302764712477,0.5361741485128321
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2]",2,"[0, 0.785, 1.571, 2.356]",4,256,True,6,"d=[1, 2] a=4ang l=256 sym=True",0.26803746967092007,0.1952915114999688,5.006788817707423,0.5234945044227562,0.8013245297789491,0.28136646225003625,0.5353951654839139
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2]",2,"[0, 0.785, 1.571, 2.356]",4,256,False,6,"d=[1, 2] a=4ang l=256 sym=False",0.26787150535144494,0.19530407384391993,5.0069671339650945,0.5225512696981839,0.8014959901403154,0.281279676933031,0.5351089789238435
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2, 4, 8]",4,"[0, 0.785, 1.571, 2.356]",4,64,True,6,"d=[1, 2, 4, 8] a=4ang l=64 sym=True",0.26465741876190474,0.17227163660953923,4.32703198445009,0.5042844633832854,0.48713188526370144,0.6121995171335124,0.5345386219268331
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,[1],1,"[0, 0.524, 1.047, 1.571, 2.094, 2.618]",6,128,True,6,d=[1] a=6ang l=128 sym=True,0.2889837306373398,0.17986992299393298,4.852769639099481,0.642539614576321,0.5908390385067193,0.356326555148756,0.5299017360772654
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2]",2,"[0, 1.571]",2,64,False,6,"d=[1, 2] a=2ang l=64 sym=False",0.29049904203749544,0.18021003573554828,4.901365213377041,0.6511516724914629,0.5954811541667773,0.33267541770446973,0.5264360814542366
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,[1],1,"[0, 0.524, 1.047, 1.571, 2.094, 2.618]",6,128,False,6,d=[1] a=6ang l=128 sym=False,0.28890783050936353,0.17883688721046362,4.852732955628315,0.642108246939391,0.5767393856531731,0.35634440874615425,0.5250640137795727
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2]",2,"[0, 0.785, 1.571, 2.356]",4,128,False,6,"d=[1, 2] a=4ang l=128 sym=False",0.2875680582086452,0.18048139914566916,4.887632825143466,0.6344938406558353,0.5991849270090006,0.33935887821252964,0.5243458819591219
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2]",2,"[0, 0.785, 1.571, 2.356]",4,128,True,6,"d=[1, 2] a=4ang l=128 sym=True",0.2875872798266944,0.1800112223391709,4.888007885396692,0.6346030840020184,0.5927675987252214,0.3391763389230822,0.5221823405501073
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2, 4, 8]",4,"[0, 0.785, 1.571, 2.356]",4,128,False,6,"d=[1, 2, 4, 8] a=4ang l=128 sym=False",0.25516493297833076,0.17535405396255097,4.394215231224432,0.4503352636884882,0.5292030461302224,0.5795018851570322,0.5196800649919142
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2]",2,"[0, 1.571]",2,128,False,6,"d=[1, 2] a=2ang l=128 sym=False",0.28034032843233225,0.18533106649745776,4.974335280938831,0.5934160612487714,0.6653768510542182,0.2971613791756629,0.5186514304928842
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,"[1, 2]",2,"[0, 1.571]",2,64,True,6,"d=[1, 2] a=2ang l=64 sym=True",0.2905083608953811,0.17753308621259434,4.901474073010406,0.6512046349015695,0.558944124584553,0.33262243645691525,0.514257065314346
20260526T024123_ea9f75c9,afa224e7cd12851202911c9e214abae6,ea9f75c97293847501445580f2676791,2026-05-26T02:41:23.047628+00:00,[1],1,"[0, 0.524, 1.047, 1.571, 2.094, 2.618]",6,256,True,6,d=[1] a=6ang l=256 sym=True,0.2684154890397002,0.18886313788467954,4.961246906647225,0.5256429240127133,0.713585229902933,0.30353140245237054,0.5142531854560056
